type,strike,market_price,bid,ask,theo_price,edge_pct,iv,volume,open_interest,delta,gamma,vega,theta,prob_itm,spread_pct,slippage_risk,moneyness_pct,risk_reward,d2
PUT,46.5,0.05,0.04875,0.051250000000000004,1.8875185352801635e-09,-99.99999622496293,50.0005,62.0,323,-5.335616694748754e-09,1.4777966899974901e-08,1.3344467840123996e-09,-1.6642753695735872e-08,6.629704889404467e-07,5.000000000000004,HIGH,-23.462365263251847,10.440002441406135,5.68268791269134
PUT,47.0,0.02,0.0195,0.0205,1.0402003710978598e-08,-99.99994798998145,50.0005,11.0,83,-2.8061677032654688e-08,7.400967721370225e-08,6.6830556877068435e-09,-8.333913002759973e-08,3.4506866597234596e-06,5.000000000000004,HIGH,-22.14893584555768,52.60000610351534,5.393720003184248
PUT,47.5,0.01,0.00975,0.01025,5.208379716716818e-08,-99.99947916202832,50.0005,24.0,3100,-1.3388726218998487e-07,3.3563496022477384e-07,3.030775453116218e-08,-3.778966521158083e-07,1.6295704990146683e-05,5.000000000000004,HIGH,-20.863157573499176,156.20001220703068,5.107810012529355
PUT,48.0,0.03,0.029249999999999998,0.03075,2.3770393973382642e-07,-99.99920765353423,50.0005,3.0,199,-5.813043696871522e-07,1.3823724050213228e-06,1.2482788888851305e-07,-1.5562204681619355e-06,7.00389088113835e-05,5.000000000000004,HIGH,-19.60416634877523,68.06667073567691,4.824893898767084
PUT,48.5,0.13,0.12675,0.13325,9.919072897293668e-07,-99.99923699439253,50.0005,10.0,444,-2.303612707080241e-06,5.1854821439110965e-06,4.6824776488757995e-07,-5.836728457653507e-06,0.0002747941665389393,5.000000000000004,HIGH,-18.37113370600435,18.784616323617744,4.544909610951999
PUT,49.0,0.03,0.029249999999999998,0.03075,3.796014655080076e-06,-99.9873466178164,50.0005,11.0,411,-8.356491880697835e-06,1.7764025326252283e-05,1.6040871270169407e-06,-1.9991674805311434e-05,0.0009870641970166779,5.000000000000004,HIGH,-17.163264994718592,101.40000406901024,4.267797007466537
PUT,49.5,0.04,0.039,0.041,6.117241239523782e-17,-99.99999999999984,25.00075,2.0,711,-4.751995234308766e-16,3.647013280976719e-15,1.6466549529176777e-16,-1.0258192423700733e-15,5.525074700462268e-14,5.000000000000004,HIGH,-15.979797671539615,88.30000305175767,8.014593919536933
PUT,50.0,0.04,0.039,0.041,4.7346300606315796e-15,-99.99999999998816,25.00075,40.0,6108,-3.442989293612675e-14,2.469069182613546e-13,1.114804001360299e-14,-6.943306372602216e-14,3.963686783481247e-12,5.000000000000004,HIGH,-14.819999694824219,100.80000305175767,7.471519968570157
PUT,51.0,0.06,0.058499999999999996,0.0615,1.0815970893992619e-11,-99.99999998197337,25.00075,63.0,1140,-6.814460211355262e-11,4.2132735139399477e-10,1.9023258664602518e-11,-1.1841527628037473e-10,7.694049022689293e-09,5.000000000000004,HIGH,-12.56862715178845,83.53333536783846,6.401477016571481
PUT,52.0,0.1,0.0975,0.10250000000000001,7.317216799200257e-09,-99.9999926827832,25.00075,82.0,7666,-3.921159928412084e-08,2.0467745324652836e-07,9.241346717791781e-09,-5.748171006567455e-08,4.34425398793352e-06,5.000000000000004,HIGH,-10.403845860407902,59.72000122070307,5.352212916312147
PUT,52.5,0.12,0.11699999999999999,0.123,1.236838927309511e-07,-99.99989693008939,25.00075,246.0,1707,-6.061085847476915e-07,2.87809932983828e-06,1.2994843043724872e-07,-8.078968035243949e-07,6.653140803113441e-05,5.000000000000004,HIGH,-9.352380661737351,53.76666768391922,4.835123771463977
PUT,53.0,0.11,0.10725,0.11275,1.5899722637139572e-06,-99.99855457066936,25.00075,113.0,2095,-7.077519283365332e-06,3.032377003762914e-05,1.3691418779321262e-06,-8.507103133654942e-06,0.0007698319741097951,5.000000000000004,HIGH,-8.320754429079452,63.290910200639146,4.322936019270282
PUT,54.0,0.2,0.195,0.20500000000000002,1.1348458550966646e-12,-99.99999999943257,12.500875,942.0,2257,-1.478810856439546e-11,1.8909203275909256e-10,4.2689971589066895e-12,-1.3236740630375956e-11,1.574684816286569e-09,5.000000000000004,HIGH,-6.314814532244648,39.360000610351534,6.639411997938975
PUT,55.0,0.31,0.30225,0.31775,1.620756480924209e-07,-99.99994771753288,12.500875,631.0,3044,-1.5375517011681061e-06,1.4076989767774427e-05,3.1780624729519644e-07,-9.82311354322333e-07,0.00016082677571505502,4.999999999999987,MEDIUM,-4.381817904385653,28.26451652280744,4.656485096996899
PUT,56.0,0.52,0.507,0.533,0.08124367258222609,-84.37621681111037,30.0,388.0,756,-0.12673101839307555,0.16302216299274572,0.008832428459689963,-0.06533620190284295,13.140510117760362,5.000000000000004,HIGH,-2.517856870378767,18.36923100398136,1.1197737165334478
PUT,57.0,0.88,0.858,0.902,0.3226757038547987,-63.33230638013651,30.0,554.0,687,-0.3650646091428397,0.2948449502186282,0.01597449623842107,-0.1171850325589612,37.34435593770075,5.000000000000004,HIGH,-0.7192979779159814,11.581818320534438,0.3227466510281488
PUT,57.5,1.19,1.16025,1.21975,0.5477489091663905,-53.970679901983985,30.0,240.0,740,-0.5192739416337472,0.31255428689803255,0.016933975897001984,-0.12326189604433507,52.81174363213859,4.99999999999999,MEDIUM,0.15652200450067935,8.72436985047925,-0.07053841321186471
PUT,58.0,1.41,1.37475,1.44525,0.8497461835346485,-39.734313224493015,30.0,249.0,653,-0.6693834674851578,0.28427200145495213,0.015401661159749636,-0.11066983597829404,67.73920239539122,5.000000000000001,HIGH,1.017241642392915,7.561702214234261,-0.4604183692329018
PUT,59.0,2.11,2.05725,2.16275,1.6451574672737053,-22.030451787976048,30.0,56.0,371,-0.886474118468656,0.15085638168168233,0.00817329481115052,-0.054822468230757024,89.06880094281259,5.000000000000007,HIGH,2.6949155128608315,5.195260721360335,-1.230195295558444
PUT,60.0,2.85,2.77875,2.92125,2.587006140578424,-9.227854716546524,30.0,30.0,313,-0.9752828786124342,0.04540731446904529,0.0024601370097900987,-0.011229082854574815,97.65406953873247,5.000000000000003,HIGH,4.316666920979817,3.9375439024808094,-1.9870341802433842
PUT,61.0,3.65,3.55875,3.74125,3.588307768335504,-1.690198127794408,40.0,35.0,43,-0.9785863219675431,0.03017947877165622,0.0021801378193650645,-0.014432603737917146,98.00604545768955,5.000000000000003,HIGH,5.885246151783427,3.1293151019370704,-2.054999108230468
PUT,62.0,4.68,4.563,4.797,4.577388715410223,-2.192548816020878,40.0,0.0,16,-0.994981596307754,0.00853425436082267,0.000616506694263549,0.0014416938528240468,99.53951194354997,5.0,MEDIUM,7.403226052561114,2.4341880602714334,-2.60416795960636
PUT,62.5,5.0,4.875,5.125,5.075690350483171,1.5138070096634237,40.0,0.0,0,-0.9977852102455484,0.004091407474878848,0.0002955595170448593,0.004732443898946906,99.79826734784902,5.0,MEDIUM,8.144000244140626,2.3144000244140615,-2.8754396205711537
PUT,64.0,6.57,6.40575,6.73425,6.574275802495876,0.06508070769978357,40.0,2.0,15,-0.9998672429144283,0.00030380952127852153,2.1946920695149938e-05,0.007668063486073296,99.98817355634773,5.0,MEDIUM,10.296875238418579,1.7506849500868045,-3.6764211994368496
PUT,65.0,7.45,7.26375,7.63625,7.573980326963948,1.6641654626033273,40.0,7.0,30,-0.9999847991910769,3.9241985000933275e-05,2.834804943279548e-06,0.007983267943217106,99.99866569777343,5.000000000000006,HIGH,11.676923311673677,1.560000016385276,-4.200046265239641
PUT,70.0,11.2,10.92,11.479999999999999,12.572742006422416,12.25662505734301,40.0,2.0,5,-0.9999999999874939,5.0153635567187194e-11,3.623052555214063e-12,0.00862800923333179,99.99999999897841,4.999999999999989,MEDIUM,17.985714503696986,1.149285725184849,-6.702905199856295
PUT,75.0,15.9,15.5025,16.2975,17.571509281693054,10.512636991780209,40.0,1.0,0,-1.0,5.865006662996248e-19,4.236826929176452e-20,0.009244295646054062,100.0,5.0,MEDIUM,23.453333536783855,0.8284276806333526,-9.033011122438914
